CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
5547-KHAYAE-2AW,2,4,Female,74,11,Service,No,39,Yes," $16,000.00 ",9.9,0.60192,0.98208,No,Unmarried,1,7,0,0,0,0,3,Lease,Foreign," $7,100.00 ",30,Yes,No,Visa,40,15," $3,487.30 ",No,72, $168.45 ," $3,987.10 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,2,No,No,No,No,No,24,Yes,No,No,No,Yes
2581-UPECEP-JVH,3,3,Male,38,16,Professional,No,10,No," $76,000.00 ",2.6,0.436696,1.539304,No,Unmarried,2,0,0,0,0,1,2,Own,Domestic," $44,700.00 ",21,No,Yes,Mast,20,8," $2,308.90 ",No,47, $88.50 ," $1,422.60 ",Yes, $52.00 ," $2,336.35 ",Yes,Yes, $62.35 ," $2,807.25 ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,18,Yes,Yes,Yes,Yes,Yes
3542-FMTLYP-O4P,5,5,Male,44,11,Service,No,11,No," $66,000.00 ",0.4,0.036696,0.227304,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic," $30,000.00 ",25,No,No,Othe,27,19," $10,416.20 ",No,64, $37.95 , $804.70 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,28,No,No,Yes,No,Yes
5649-GIECLS-1ZJ,1,1,Male,68,13,Sales,No,10,Yes," $11,000.00 ",4.5,0.152955,0.342045,No,Unmarried,1,2,0,2,0,1,2,Own,Foreign," $4,900.00 ",17,No,No,AMEX,10,12," $3,857.20 ",Yes,23, $43.35 , $340.45 ,No, $-   , $-   ,No,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,25,No,No,No,No,No
7524-OITCVK-NGI,2,2,Female,19,14,Crafts,No,0,No," $13,000.00 ",10.8,0.256932,1.147068,Yes,Unmarried,1,7,0,0,0,1,3,Own,Domestic," $7,600.00 ",24,Yes,No,AMEX,2,13," $7,618.80 ",No,5, $10.05 , $17.95 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,2,Yes,Yes,Yes,Yes,No,0,Yes,No,Yes,No,No
8320-TNOHJH-48E,2,3,Male,28,20,Professional,No,0,No," $55,000.00 ",16.5,5.944125,3.130875,Yes,Unmarried,2,0,0,0,0,0,1,Own,Domestic," $27,500.00 ",26,Yes,No,Visa,1,11," $2,746.30 ",Yes,1, $6.15 , $2.05 ,Yes, $42.65 , $42.65 ,No,Yes, $32.10 , $32.10 ,Yes,Yes,Yes,4,No,No,Yes,No,Yes,12,Yes,Yes,Yes,Yes,No
5593-ZOVUTO-QGA,3,1,Female,65,17,Professional,No,7,No," $28,000.00 ",3.5,0.31752,0.66248,No,Unmarried,1,1,1,0,0,1,5,Lease,Foreign," $16,300.00 ",22,No,No,Visa,39,6," $1,116.50 ",Yes,72, $93.00 ," $2,197.05 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,Yes,No,Yes,No,No,No,Yes,No,16,Yes,Yes,Yes,No,Yes
0127-NJJYNR-WUP,1,1,Female,60,15,Service,No,24,No," $191,000.00 ",11.3,4.726677,16.856323,No,Married,2,4,3,1,0,0,3,Own,Foreign," $86,900.00 ",28,No,Yes,Visa,19,11," $6,333.50 ",Yes,32, $38.25 , $457.20 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,19,No,No,No,No,Yes
0256-VFLEDH-Y42,1,2,Male,29,19,Professional,No,0,No," $71,000.00 ",10.7,0.873655,6.723345,No,Unmarried,1,9,1,0,0,1,4,Own,Foreign," $49,800.00 ",29,No,Yes,AMEX,11,14," $10,228.70 ",No,44, $32.40 , $484.90 ,Yes, $29.50 ," $1,341.25 ",No,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,Yes,12,Yes,Yes,Yes,No,Yes
4080-WVWCSJ-5KU,3,1,Female,72,15,Professional,No,16,Yes," $17,000.00 ",9.7,0.128622,1.520378,No,Married,5,4,2,0,0,0,1,Lease,Domestic," $7,000.00 ",13,No,Yes,Mast,38,8," $1,107.20 ",No,68, $91.05 ," $2,082.60 ",Yes, $37.65 ," $2,464.15 ",Yes,No, $-   , $-   ,Yes,No,No,2,No,No,No,No,Yes,21,Yes,No,Yes,Yes,Yes
8974-LHXTHT-IZ5,3,3,Female,48,15,Sales,Yes,2,No," $27,000.00 ",6.5,1.037205,0.717795,No,Married,2,11,4,0,0,1,3,Own,Foreign," $10,800.00 ",31,No,No,Disc,10,10," $2,392.20 ",No,38, $12.15 , $145.15 ,Yes, $17.00 , $696.60 ,No,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,22,No,Yes,No,No,Yes
4563-GBQFAH-LGL,1,1,Male,33,14,Service,No,5,No," $53,000.00 ",5,1.01495,1.63505,No,Married,5,3,0,3,0,0,2,Own,Foreign," $12,400.00 ",20,Yes,Yes,Mast,15,10," $2,192.70 ",No,44, $29.25 , $444.20 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,24,No,Yes,No,No,No
7833-BKSOZR-8NC,4,4,Male,26,15,Sales,No,0,No," $37,000.00 ",11,1.61579,2.45421,No,Unmarried,3,5,1,1,0,1,3,Own,Domestic," $20,600.00 ",28,Yes,Yes,Disc,8,11," $2,479.00 ",No,67, $42.60 , $940.65 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,Yes,Yes,No,No,16,Yes,No,No,No,Yes
2833-ORNEXA-0T3,2,1,Male,75,11,Labor,No,32,Yes," $21,000.00 ",10.1,1.533483,0.587517,No,Married,2,15,0,0,0,1,1,Lease,Foreign," $10,000.00 ",25,Yes,No,Mast,28,8," $2,167.50 ",No,53, $50.85 , $971.35 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,25,No,No,No,No,Yes
3086-WRWJTT-HZR,3,3,Female,29,17,Sales,No,0,No," $47,000.00 ",8.3,0.877725,3.023275,Yes,Unmarried,1,9,2,0,0,1,1,Own,Domestic," $23,900.00 ",29,Yes,No,Disc,5,7," $2,015.60 ",Yes,6, $12.60 , $26.80 ,Yes, $27.70 , $135.90 ,No,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,Yes,27,Yes,Yes,Yes,No,No
7981-ZGZQNR-WLL,3,4,Male,30,18,Professional,No,0,No," $30,000.00 ",9.9,1.6038,1.3662,Yes,Married,4,5,0,0,0,1,4,Own,Foreign," $15,400.00 ",17,No,No,Disc,8,11," $3,264.60 ",No,19, $13.80 , $88.30 ,No, $-   , $-   ,No,No, $-   , $-   ,Yes,Yes,No,2,No,No,No,No,No,26,Yes,Yes,No,No,No
1090-UJJPXK-6CC,4,5,Male,74,21,Sales,No,8,Yes," $9,000.00 ",1,0.04023,0.04977,No,Unmarried,1,1,1,0,0,0,4,Lease,Foreign," $5,200.00 ",28,Yes,Yes,Disc,13,13," $2,490.00 ",No,27, $49.35 , $419.75 ,Yes, $43.15 ," $1,177.10 ",Yes,Yes, $40.40 ," $1,061.65 ",Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes
1492-MUMVFT-GK0,2,3,Female,24,11,Professional,No,2,No," $18,000.00 ",8.1,0.341172,1.116828,No,Married,4,2,2,0,0,0,2,Own,Domestic," $6,300.00 ",33,Yes,No,Mast,2,9," $2,631.50 ",Yes,4, $11.25 , $13.45 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,16,No,No,Yes,No,No
9484-XPXYRM-EKK,1,1,Male,64,11,Professional,No,16,No," $69,000.00 ",7.9,2.681892,2.769108,No,Unmarried,2,0,0,0,0,1,1,Own,Foreign," $27,000.00 ",23,No,No,Mast,33,8," $2,600.50 ",Yes,66, $35.40 , $747.50 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,No,No,Yes,Yes,Yes,No,20,No,No,No,No,Yes
7442-PTTPUB-IR1,3,2,Male,74,16,Professional,Yes,17,No," $51,000.00 ",17.7,1.489455,7.537545,No,Married,2,8,2,0,0,0,3,Own,Foreign," $15,400.00 ",35,No,No,Visa,38,9," $2,231.10 ",Yes,70, $131.40 ," $2,995.90 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,No,Yes,No,No,22,No,No,No,No,Yes
1833-MUWCIB-24I,1,1,Female,61,16,Professional,No,5,No," $35,000.00 ",26.1,3.12417,6.01083,No,Unmarried,1,3,0,0,1,1,2,Lease,Foreign," $17,300.00 ",29,No,Yes,Visa,31,12," $4,481.00 ",No,62, $76.65 ," $1,572.15 ",No, $-   , $-   ,No,Yes, $38.05 ," $2,336.30 ",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,20,Yes,No,Yes,Yes,Yes
6700-YQAMUY-AMS,5,2,Female,20,15,Sales,No,0,No," $28,000.00 ",9.8,0.875336,1.868664,Yes,Married,5,1,0,1,0,1,2,Own,Domestic," $13,000.00 ",29,No,Yes,AMEX,2,10," $3,899.70 ",Yes,14, $16.20 , $54.95 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,No,No,No
0256-JXPOLY-RHL,1,3,Female,64,8,Labor,No,30,No," $143,000.00 ",10,0.2431,14.0569,No,Unmarried,1,3,0,2,1,1,4,Own,Foreign," $65,900.00 ",26,Yes,Yes,Disc,33,10," $2,872.50 ",No,61, $56.85 ," $1,178.00 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,No,Yes,Yes,No,23,No,No,No,No,Yes
4323-JKNASP-Z5I,4,3,Female,66,16,Professional,No,14,No," $80,000.00 ",17.9,0.74464,13.57536,No,Married,2,4,0,0,0,1,4,Own,Foreign," $49,100.00 ",28,Yes,Yes,Disc,31,6," $1,440.40 ",No,68, $58.65 ," $1,222.85 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,Yes,Yes,Yes,No,22,No,No,No,No,Yes
3198-MUUHTP-59E,2,3,Female,59,17,Sales,No,5,No," $18,000.00 ",8.8,1.165824,0.418176,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic," $8,000.00 ",37,No,Yes,Mast,22,12," $2,893.00 ",No,66, $72.60 ," $1,665.80 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,Yes,No,18,No,No,Yes,No,Yes
9758-OITZZF-IN8,5,5,Female,54,12,Sales,No,8,No," $41,000.00 ",8.7,0.609957,2.957043,No,Unmarried,1,8,0,0,0,1,2,Own,Domestic," $20,100.00 ",31,No,Yes,Mast,26,3," $1,025.50 ",Yes,45, $46.95 , $745.20 ,No, $-   , $-   ,No,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes
1537-EOLBHN-V36,4,1,Female,55,13,Sales,No,5,No," $32,000.00 ",20.9,1.725504,4.962496,No,Married,3,6,0,0,0,0,2,Lease,Foreign," $16,300.00 ",12,No,No,Disc,6,14," $2,170.00 ",No,14, $16.95 , $73.65 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,12,No,No,No,No,Yes
2226-UNHNYR-8Z9,5,2,Male,71,17,Professional,Yes,19,No," $310,000.00 ",14.2,7.65948,36.36052,No,Married,2,9,1,1,0,1,3,Own,Foreign," $88,600.00 ",24,Yes,Yes,AMEX,36,13," $14,498.10 ",Yes,69, $91.05 ," $2,096.75 ",Yes, $47.10 ," $3,225.25 ",Yes,Yes, $38.00 ," $2,533.45 ",Yes,No,Yes,3,Yes,Yes,Yes,Yes,No,21,Yes,No,Yes,Yes,Yes
3677-RCTNGD-2YK,2,1,Male,55,17,Sales,No,7,No," $182,000.00 ",4.7,2.489214,6.064786,No,Married,2,3,3,0,0,1,7,Own,Foreign," $80,700.00 ",14,No,Yes,Disc,31,10," $6,017.30 ",No,64, $58.35 ," $1,208.45 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,Yes,No,Yes
5575-OHSPKK-PQT,3,1,Male,44,14,Service,No,18,No," $154,000.00 ",2.4,1.862784,1.833216,No,Unmarried,4,0,0,0,0,0,3,Own,Domestic," $86,400.00 ",22,No,Yes,Disc,10,12," $4,006.90 ",No,25, $14.10 , $112.60 ,No, $-   , $-   ,Yes,Yes, $22.10 , $515.80 ,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No
9829-URPLKI-D16,1,1,Male,63,14,Professional,No,11,No," $49,000.00 ",19.8,6.073452,3.628548,No,Unmarried,1,4,0,0,0,1,0,-1,-1," $(1,000.00)",25,No,Yes,AMEX,20,10," $3,055.50 ",No,45, $28.65 , $402.75 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,17,Yes,Yes,Yes,No,No
7449-JUWOQG-ETO,2,1,Male,61,11,Crafts,No,33,No," $143,000.00 ",5,4.51165,2.63835,No,Married,2,7,0,1,0,1,2,Own,Foreign," $66,800.00 ",23,No,No,Mast,26,8," $4,508.60 ",No,47, $41.70 , $709.45 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,No,Yes,No,24,No,No,No,No,Yes
1168-SOZEIT-VZE,5,5,Female,32,14,Crafts,No,5,No," $25,000.00 ",3.8,0.076,0.874,No,Married,5,0,0,0,0,0,2,Own,Foreign," $11,800.00 ",23,No,No,Mast,11,8," $1,140.20 ",No,26, $43.50 , $370.45 ,No, $-   , $-   ,Yes,Yes, $24.30 , $672.55 ,No,No,Yes,4,Yes,Yes,Yes,Yes,No,19,Yes,No,Yes,No,Yes
5707-ZSNWSX-HMG,4,2,Female,19,14,Labor,Yes,0,No," $19,000.00 ",24.1,0.407531,4.171469,Yes,Married,4,0,0,0,0,1,2,Own,Domestic," $6,600.00 ",34,Yes,Yes,Visa,1,11," $2,100.40 ",Yes,21, $36.45 , $312.15 ,Yes, $33.45 , $624.50 ,No,Yes, $18.60 , $357.55 ,Yes,No,No,4,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes
9325-WPUGWE-EUA,3,2,Male,41,20,Labor,No,11,No," $31,000.00 ",4.7,0.257889,1.199111,No,Unmarried,1,1,1,0,0,1,0,-1,-1," $(1,000.00)",23,No,No,Disc,23,12," $2,509.40 ",No,57, $23.70 , $429.15 ,Yes, $47.15 ," $2,516.90 ",Yes,No, $-   , $-   ,No,Yes,Yes,4,No,Yes,Yes,Yes,No,18,Yes,Yes,No,Yes,Yes
2016-DLJMNC-NIF,4,1,Male,68,21,Crafts,No,25,Yes," $10,000.00 ",13.1,0.23449,1.07551,No,Unmarried,1,0,0,0,0,0,2,Lease,Domestic," $4,200.00 ",20,Yes,Yes,Visa,9,6, $997.50 ,No,28, $12.90 , $140.25 ,Yes, $38.15 ," $1,017.75 ",No,No, $-   , $-   ,Yes,Yes,Yes,4,No,No,Yes,Yes,Yes,19,Yes,No,Yes,Yes,No
9369-JGANTZ-TWM,1,2,Female,18,10,Service,No,1,No," $19,000.00 ",15,1.6074,1.2426,No,Married,5,5,0,1,0,0,0,-1,-1," $(1,000.00)",29,No,No,Othe,0,10," $4,095.50 ",Yes,8, $34.65 , $83.95 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,Yes,Yes,No,Yes,Yes,No,15,Yes,No,No,No,No
7131-DZKXSP-AYH,1,3,Female,54,12,Professional,Yes,12,No," $83,000.00 ",7.3,1.684402,4.374598,No,Unmarried,4,6,2,0,0,1,4,Own,Domestic," $51,200.00 ",20,Yes,Yes,Visa,8,14," $3,491.60 ",Yes,14, $11.70 , $52.05 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,29,No,No,No,No,No
7618-WWRKRN-8S6,3,1,Female,52,15,Professional,No,6,No," $165,000.00 ",9.7,4.561425,11.443575,No,Unmarried,1,2,2,0,0,1,3,Own,Foreign," $91,600.00 ",31,Yes,Yes,Visa,31,2, $839.20 ,No,61, $38.40 , $771.55 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,3,No,Yes,Yes,No,No,13,Yes,No,Yes,No,Yes
8877-ZFRMNO-VHG,3,5,Female,70,18,Labor,No,20,No," $117,000.00 ",7.1,0.49842,7.80858,No,Unmarried,1,6,2,1,0,0,1,Own,Foreign," $60,200.00 ",26,Yes,No,Visa,13,8," $4,598.30 ",Yes,32, $30.75 , $306.90 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,17,No,No,No,No,Yes
3845-JKYVBV-CUZ,1,2,Female,43,11,Sales,No,5,No," $43,000.00 ",1.7,0.369155,0.361845,No,Married,4,12,3,0,0,1,3,Own,Foreign," $23,200.00 ",27,Yes,No,Disc,22,12," $1,616.10 ",Yes,58, $68.10 ," $1,252.00 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,No,Yes,No,18,No,No,No,No,Yes
9841-HCDWMI-E3T,1,2,Female,77,14,Labor,Yes,36,Yes," $58,000.00 ",12.3,5.871282,1.262718,No,Married,2,0,0,0,0,0,2,Own,Domestic," $27,900.00 ",24,No,No,Mast,37,16," $4,096.80 ",Yes,70, $56.55 ," $1,426.45 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,Yes,No,23,No,No,No,No,Yes
6411-UBAAYJ-XDJ,1,1,Male,52,17,Professional,No,8,No," $27,000.00 ",15,0.4374,3.6126,No,Unmarried,1,4,1,3,0,1,0,-1,-1," $(1,000.00)",24,Yes,No,Disc,35,12," $2,526.60 ",Yes,65, $36.00 , $817.15 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,No,No,Yes
6670-CAOOLM-DC3,2,1,Female,30,17,Labor,Yes,4,No," $40,000.00 ",12.6,2.07648,2.96352,Yes,Unmarried,1,0,0,0,0,0,3,Own,Domestic," $19,100.00 ",31,Yes,No,Disc,12,7, $750.90 ,Yes,43, $29.40 , $409.35 ,Yes, $34.25 ," $1,403.70 ",Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,Yes,27,Yes,Yes,Yes,No,Yes
8896-GPAXGQ-GFS,1,1,Female,55,17,Labor,No,17,No," $143,000.00 ",6.4,2.83712,6.31488,No,Married,4,0,0,0,0,1,1,Own,Domestic," $59,900.00 ",22,No,Yes,Mast,37,9," $4,110.70 ",No,71, $97.20 ," $2,317.75 ",Yes, $39.05 ," $2,846.05 ",Yes,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes
1716-RVHNCT-ZVF,3,2,Female,54,17,Professional,No,13,No," $118,000.00 ",25.6,19.665408,10.542592,Yes,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $65,500.00 ",27,Yes,Yes,AMEX,21,7," $3,349.20 ",No,40, $31.35 , $463.95 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,24,No,No,No,No,Yes
4668-SXFBSK-ENH,2,4,Female,31,17,Service,No,5,No," $18,000.00 ",20.2,1.574388,2.061612,Yes,Unmarried,3,3,0,0,0,1,2,Own,Foreign," $11,000.00 ",28,No,No,Visa,13,14," $1,390.70 ",Yes,22, $13.50 , $106.50 ,Yes, $25.40 , $582.80 ,No,No, $-   , $-   ,Yes,No,No,3,No,No,No,No,Yes,13,Yes,Yes,Yes,No,No
6281-YXHVKP-VKM,3,1,Female,60,17,Labor,No,22,Yes," $20,000.00 ",22.4,2.11904,2.36096,No,Married,2,0,0,0,0,1,3,Own,Foreign," $9,500.00 ",22,Yes,Yes,AMEX,26,9," $3,762.40 ",No,58, $54.30 ," $1,023.95 ",Yes, $24.00 ," $1,486.05 ",Yes,No, $-   , $-   ,Yes,No,No,Yes,No,No,No,No,No,25,Yes,No,Yes,No,Yes
2627-JVEEIV-9S6,5,5,Female,49,11,Sales,No,5,No," $31,000.00 ",0.3,0.016089,0.076911,No,Unmarried,1,2,0,0,0,0,3,Own,Domestic," $18,400.00 ",34,No,Yes,AMEX,20,9," $3,147.80 ",No,30, $80.40 , $759.50 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,Yes,Yes,No,26,No,No,No,No,Yes
1844-MWTFIG-QB1,2,2,Female,39,17,Professional,No,5,No," $36,000.00 ",17.1,0.966492,5.189508,No,Unmarried,1,1,1,0,0,1,1,Own,Domestic," $16,700.00 ",37,Yes,Yes,Visa,2,10," $4,086.80 ",Yes,5, $10.35 , $13.20 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,16,Yes,No,No,No,No
8789-SCPEIS-C7B,5,1,Female,25,14,Professional,No,2,No," $13,000.00 ",8.6,0.260494,0.857506,No,Married,6,4,0,0,0,0,3,Lease,Domestic," $5,600.00 ",22,Yes,No,AMEX,7,15," $6,131.50 ",No,39, $25.35 , $361.75 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,19,No,No,Yes,No,No
2247-HJDSTO-CGV,2,1,Male,74,14,Professional,No,13,Yes," $11,000.00 ",1.7,0.075735,0.111265,No,Married,2,7,0,0,0,0,0,-1,-1," $(1,000.00)",21,No,Yes,Mast,25,1, $164.50 ,No,51, $30.75 , $533.90 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,Yes,No,No,Yes,No,Yes,No,Yes,16,Yes,No,No,No,No
7291-GKVRNH-DFX,2,5,Male,46,14,Service,No,9,No," $43,000.00 ",6.5,1.931345,0.863655,No,Married,3,4,1,3,0,0,0,-1,-1," $(1,000.00)",25,No,Yes,Visa,27,11," $3,132.90 ",Yes,38, $63.60 , $808.35 ,No, $-   , $-   ,Yes,Yes, $35.10 ," $1,312.60 ",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,19,Yes,No,Yes,Yes,No
6672-TXBPJN-IDF,2,1,Male,33,8,Agriculture,No,8,No," $25,000.00 ",8.1,0.76545,1.25955,No,Unmarried,1,3,2,1,0,0,2,Own,Foreign," $12,400.00 ",26,Yes,Yes,Mast,15,8," $3,862.30 ",No,45, $36.75 , $534.20 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,Yes,No,Yes,No,12,Yes,No,No,No,Yes
8350-CWQQCH-O07,2,1,Male,26,19,Professional,No,0,No," $36,000.00 ",3.9,0.796068,0.607932,Yes,Unmarried,1,9,0,0,2,1,3,Own,Foreign," $13,400.00 ",12,Yes,Yes,AMEX,8,8," $1,582.00 ",Yes,14, $14.10 , $84.25 ,Yes, $29.95 , $434.20 ,No,Yes, $21.45 , $255.15 ,Yes,No,No,4,No,No,No,No,Yes,16,Yes,Yes,Yes,No,No
6127-NZFYZA-1CA,2,1,Male,62,14,Crafts,No,31,Yes," $11,000.00 ",23.1,1.847307,0.693693,No,Married,2,3,2,1,0,0,1,Lease,Foreign," $5,500.00 ",23,Yes,Yes,Visa,40,10," $1,231.20 ",Yes,72, $235.80 ," $5,727.95 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,2,No,No,No,No,No,20,Yes,No,No,No,Yes
1341-ZSKCOA-3SH,3,1,Female,22,17,Labor,No,0,No," $36,000.00 ",11,0.86328,3.09672,No,Unmarried,2,2,1,1,0,1,0,-1,-1," $(1,000.00)",23,No,Yes,Visa,2,10, $861.60 ,Yes,2, $16.80 , $11.50 ,Yes, $18.20 , $20.05 ,No,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,19,Yes,Yes,No,No,No
6618-IFTTDL-V8P,4,4,Male,43,20,Sales,No,2,No," $42,000.00 ",5.4,0.637308,1.630692,No,Unmarried,1,8,0,0,1,0,2,Own,Domestic," $25,000.00 ",18,No,No,Disc,2,6," $1,331.60 ",Yes,10, $15.30 , $52.10 ,Yes, $48.45 , $455.05 ,Yes,Yes, $31.60 , $283.50 ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,No
8505-MZQBHT-GH5,1,2,Male,62,11,Sales,No,14,No," $48,000.00 ",11,2.57664,2.70336,No,Married,2,4,0,0,0,0,4,Own,Foreign," $23,800.00 ",29,No,No,Visa,32,16," $3,175.80 ",No,64, $56.40 ," $1,139.10 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,Yes,Yes,No,No,27,No,No,No,No,No
7556-RQGMIC-BXZ,1,3,Female,51,10,Professional,No,10,No," $31,000.00 ",19,3.03335,2.85665,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic," $12,700.00 ",30,No,No,Disc,12,5, $769.10 ,No,34, $22.50 , $278.70 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,18,No,No,No,No,Yes
5060-SERQNE-ND1,1,3,Male,37,13,Sales,No,3,No," $16,000.00 ",11.8,0.653248,1.234752,Yes,Unmarried,2,8,0,0,0,0,2,Own,Foreign," $7,600.00 ",23,No,Yes,Visa,10,12," $2,308.40 ",No,17, $19.35 , $105.60 ,Yes, $27.50 , $432.95 ,No,No, $-   , $-   ,Yes,No,No,3,No,No,No,No,Yes,27,Yes,Yes,Yes,Yes,Yes
2394-ACVTAK-ENR,2,1,Female,57,20,Professional,Yes,9,No," $47,000.00 ",9.4,1.36958,3.04842,No,Married,2,3,0,3,0,0,1,Own,Foreign," $34,500.00 ",27,No,Yes,Disc,25,13," $6,457.80 ",No,58, $54.15 , $948.40 ,Yes, $35.65 ," $2,049.90 ",Yes,Yes, $27.30 ," $1,691.40 ",Yes,No,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,No,No,No,No
5561-RICGZN-AJ6,5,3,Male,75,13,Sales,Yes,10,Yes," $14,000.00 ",5.7,0.256956,0.541044,No,Married,2,4,0,0,0,1,4,Lease,Domestic," $6,600.00 ",27,No,No,Visa,27,11," $3,759.40 ",No,60, $49.95 , $968.85 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,3,Yes,Yes,No,Yes,No,21,Yes,No,No,Yes,Yes
6531-KXPPVV-UYG,1,2,Male,68,13,Professional,No,9,No," $47,000.00 ",18.4,4.981248,3.666752,Yes,Married,2,0,0,0,0,0,4,Own,Foreign," $26,000.00 ",27,No,No,Disc,35,13," $4,564.00 ",No,66, $119.70 ," $2,724.40 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,17,No,No,Yes,No,Yes
