,CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,Gender_num,LoanDefault_num,DebtToIncomeRatio_Recoded,Age_Recoded,PhoneCoTenure_Coded,OwnsMobileDevice_Coded,HomeOwner2,VoiceLastMonth_Coded,CardSpendMonth_cat,EquipmentOverTenure_cat,CarValue_cat
1311,1227-UVXTFQ-LIH,5,3,Male,60,15,Sales,No,13,No,142000.0,14.5,3.89151,16.69849,2,2,1.0,3.0,0.0,0.0,3.0,0.0,2,Own,Foreign,70800.0,28,No,Yes,Visa,39,7,1869.1,No,72, $76.65 ," $1,775.75 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,No,No,Yes,32,Yes,Yes,Yes,No,Yes,1.0,2,3,3,4,2,1.0,76.65,1,1,3
1312,4185-MLJWGK-0LF,1,2,Male,24,8,Service,No,2,No,20000.0,1.8,0.1152,0.2448,2,2,2.0,3.0,0.0,3.0,0.0,0.0,0,-1,-1,1000.0,13,Yes,Yes,Visa,6,13,2991.1,Yes,30, $22.80 , $226.95 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,Yes,No,19,No,No,No,No,Yes,1.0,2,1,1,2,1,1.0,22.8,1,1,1
1313,9075-CQTWMV-AUE,1,3,Male,23,12,Sales,No,2,No,15000.0,6.2,0.68727,0.24273,2,2,2.0,0.0,0.0,0.0,0.0,1.0,3,Own,Foreign,10000.0,20,Yes,No,AMEX,5,11,2511.5,Yes,23, $23.40 , $195.45 ,Yes, $42.65 ,938.7,Yes,1, $35.15 ,1,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,15,Yes,Yes,Yes,Yes,No,1.0,2,2,1,2,2,2.0,23.4,1,1,1
1314,1083-PBHZLD-1OD,5,1,Female,70,16,Crafts,Yes,33,Yes,49000.0,14.1,0.6909,6.2181,2,1,2.0,1.0,1.0,0.0,0.0,1.0,0,-1,-1,1000.0,23,No,Yes,Visa,37,5,1254.7,Yes,70, $36.60 , $817.70 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,2,No,No,No,No,Yes,21,Yes,No,Yes,No,Yes,2.0,2,3,4,4,1,2.0,36.6,1,1,1
1315,7922-BXFWLZ-42B,4,4,Male,29,17,Professional,Yes,1,No,32000.0,7.1,0.708864,1.563136,1,2,1.0,3.0,3.0,0.0,0.0,0.0,0,-1,-1,1000.0,37,No,Yes,Visa,11,11,2763.3,Yes,41, $38.10 , $521.40 ,Yes, $32.95 ,1235.2,No,1, $23.60 ,1,Yes,Yes,No,2,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,1.0,1,2,1,3,2,1.0,38.1,1,1,1
1316,3870-RUGFIR-XKA,1,1,Female,18,13,Service,No,0,No,22000.0,0.8,0.074976,0.101024,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,20,Yes,Yes,Disc,0,16,5697.3,Yes,4, $16.50 , $20.75 ,No, $-   ,0.0,Yes,0, $-   ,1,No,Yes,No,3,Yes,Yes,Yes,Yes,Yes,21,Yes,No,Yes,No,No,2.0,2,1,1,1,1,2.0,16.5,1,1,1
1317,4579-MMSLXL-UBQ,1,1,Male,53,11,Service,No,19,No,74000.0,17.3,1.907498,10.894502,2,2,2.0,2.0,2.0,0.0,0.0,1.0,4,Own,Foreign,44400.0,16,Yes,Yes,Visa,31,4,697.4,Yes,63, $71.10 ," $1,607.40 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,15,No,No,No,No,Yes,1.0,2,4,3,4,1,2.0,71.1,1,1,2
1318,2198-TTFSPH-RFL,3,1,Male,39,17,Service,No,8,No,38000.0,4.1,0.344318,1.213682,2,2,2.0,7.0,0.0,0.0,0.0,1.0,2,Own,Foreign,16300.0,28,No,Yes,AMEX,12,7,3328.8,Yes,34, $21.75 , $196.20 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,15,No,Yes,No,No,Yes,1.0,2,1,2,2,2,2.0,21.75,1,1,1
1319,2347-CJQMII-HZQ,4,2,Female,62,13,Professional,No,8,No,47000.0,10.6,0.602822,4.379178,2,1,2.0,0.0,0.0,0.0,0.0,0.0,4,Own,Foreign,32200.0,17,Yes,Yes,Visa,28,15,6186.0,No,56, $53.40 , $974.20 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,14,No,Yes,No,No,No,2.0,2,3,3,3,2,1.0,53.4,1,1,2
1320,3278-BJQSLL-CUE,5,1,Male,55,18,Crafts,No,12,No,112000.0,3.6,3.302208,0.729792,2,2,1.0,4.0,0.0,1.0,3.0,0.0,3,Own,Domestic,65500.0,22,No,Yes,Mast,15,7,1268.2,Yes,20, $13.35 , $106.65 ,No, $-   ,0.0,Yes,1, $31.00 ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,18,Yes,No,No,No,No,1.0,2,1,3,2,1,1.0,13.35,1,1,3
1321,3957-YFDRRZ-S0R,1,2,Female,78,8,Agriculture,No,43,Yes,19000.0,9.4,0.435784,1.350216,2,2,1.0,0.0,0.0,0.0,0.0,1.0,1,Lease,Domestic,10400.0,21,Yes,No,Visa,35,10,2127.7,No,62, $49.65 ," $1,021.85 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,22,No,No,Yes,No,No,2.0,2,2,4,4,1,2.0,49.65,1,1,1
1322,0874-RLIDFE-DKM,1,1,Female,34,10,Service,No,7,No,29000.0,3.7,0.258593,0.814407,2,1,3.0,3.0,3.0,0.0,0.0,1.0,0,-1,-1,1000.0,32,Yes,No,Mast,3,11,2598.3,Yes,4, $8.25 , $13.95 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,Yes,No,No,22,No,No,Yes,No,No,2.0,2,1,2,1,1,2.0,8.25,1,1,1
1323,7709-ANYDPO-S7H,5,5,Male,78,8,Professional,No,30,Yes,12000.0,2.5,0.0345,0.2655,2,1,2.0,0.0,0.0,0.0,0.0,1.0,1,Lease,Domestic,5100.0,41,No,No,Visa,38,5,1369.3,Yes,72, $195.60 ," $4,636.60 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,24,Yes,No,No,No,Yes,1.0,2,1,4,4,1,2.0,195.6,1,1,1
1324,6175-CLPXTL-KC5,4,5,Male,21,16,Crafts,Yes,0,No,21000.0,24.3,1.158381,3.944619,2,2,3.0,1.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,35,No,No,AMEX,3,6,2957.6,No,27, $22.65 , $184.30 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,2,No,No,No,No,No,15,Yes,Yes,Yes,No,No,1.0,2,4,1,2,2,2.0,22.65,1,1,1
1325,5590-QCTOSS-I2E,1,4,Male,24,17,Crafts,No,0,No,18000.0,7.4,0.656676,0.675324,1,2,1.0,4.0,2.0,2.0,0.0,1.0,0,-1,-1,1000.0,27,No,Yes,AMEX,4,14,7828.0,No,11, $14.85 , $53.30 ,Yes, $22.05 ,219.8,No,0, $-   ,1,No,No,No,2,No,No,No,No,Yes,24,Yes,No,Yes,No,No,1.0,1,2,1,1,1,2.0,14.85,1,1,1
1326,4253-IRSCSK-51I,2,4,Female,21,16,Crafts,No,0,No,31000.0,8.2,0.785478,1.756522,1,2,1.0,12.0,0.0,0.0,0.0,1.0,2,Own,Foreign,18600.0,33,Yes,No,Disc,3,9,1875.2,Yes,14, $9.90 , $56.15 ,Yes, $21.60 ,306.85,No,0, $-   ,1,No,No,No,1,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,2.0,1,2,1,1,2,2.0,9.9,1,1,1
1327,1450-QBPTGG-TTM,1,1,Male,42,17,Professional,No,4,No,79000.0,6.5,2.30048,2.83452,2,2,1.0,2.0,0.0,2.0,0.0,0.0,4,Own,Foreign,38700.0,23,Yes,Yes,Disc,14,14,7188.6,Yes,30, $21.45 , $216.05 ,Yes, $26.95 ,765.25,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,Yes,19,Yes,No,No,No,No,1.0,2,2,2,2,1,1.0,21.45,1,1,2
1328,1577-VXNSMP-M3E,5,5,Female,38,16,Service,No,12,No,113000.0,2.9,1.481204,1.795796,2,1,2.0,0.0,0.0,0.0,0.0,0.0,4,Own,Foreign,62800.0,40,Yes,Yes,Visa,20,5,1701.5,Yes,52, $17.10 , $319.75 ,Yes, $40.80 ,2086.7,No,0, $-   ,1,Yes,Yes,No,1,No,No,Yes,No,Yes,14,Yes,Yes,Yes,No,Yes,2.0,2,1,2,3,2,1.0,17.1,1,2,3
1329,1852-FJUREZ-J28,1,2,Male,62,12,Labor,Yes,24,No,160000.0,12.0,5.7984,13.4016,2,1,2.0,6.0,0.0,0.0,0.0,0.0,3,Own,Domestic,64900.0,23,No,No,AMEX,18,11,4671.0,No,40, $40.35 , $530.85 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,17,No,No,Yes,No,No,1.0,2,3,3,3,1,1.0,40.35,1,1,3
1330,2363-BCFMDR-43O,1,1,Male,53,12,Agriculture,No,21,No,83000.0,5.1,2.222325,2.010675,2,1,2.0,0.0,0.0,0.0,0.0,0.0,2,Own,Domestic,53300.0,22,No,No,AMEX,21,10,2459.1,No,46, $21.60 , $347.10 ,Yes, $40.25 ,1817.85,Yes,1, $37.15 ,1,Yes,No,No,4,Yes,No,Yes,No,Yes,18,Yes,Yes,No,Yes,No,1.0,2,2,3,3,2,1.0,21.6,1,2,3
1331,2670-UQJKZH-ZNG,5,4,Female,63,17,Professional,No,21,Yes,14000.0,7.5,0.2163,0.8337,2,2,1.0,10.0,1.0,0.0,0.0,1.0,2,Own,Foreign,6500.0,32,No,No,Visa,14,11,2008.2,Yes,36, $35.85 , $488.45 ,No, $-   ,0.0,No,0, $-   ,1,Yes,No,No,1,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,2.0,2,2,4,2,2,2.0,35.85,1,1,1
1332,9834-TWWKKW-HCR,5,5,Male,54,15,Service,No,13,No,97000.0,3.2,0.794624,2.309376,2,2,1.0,0.0,0.0,0.0,0.0,1.0,2,Own,Foreign,54700.0,24,Yes,Yes,AMEX,28,13,10889.0,Yes,61, $50.55 ," $1,050.60 ",No, $-   ,0.0,Yes,0, $-   ,1,No,Yes,No,0,Yes,Yes,Yes,Yes,No,21,Yes,Yes,No,No,No,1.0,2,1,3,4,2,2.0,50.55,2,1,3
1333,4763-UVSQEC-EDO,4,3,Female,59,13,Sales,No,6,No,46000.0,12.6,2.121336,3.674664,2,2,1.0,2.0,1.0,1.0,0.0,1.0,7,Own,Domestic,17400.0,33,Yes,Yes,Visa,24,14,1692.9,No,54, $31.35 , $537.20 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,26,No,No,No,No,Yes,2.0,2,3,3,3,1,2.0,31.35,1,1,1
1334,8896-WHEJJN-O7O,3,5,Male,57,15,Crafts,Yes,21,No,111000.0,15.3,1.069929,15.913071,2,2,3.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,71000.0,23,Yes,Yes,Disc,16,8,1990.1,No,38, $23.55 , $268.95 ,Yes, $32.40 ,1243.0,No,1, $17.50 ,1,Yes,No,No,1,Yes,No,Yes,Yes,No,16,Yes,Yes,Yes,No,Yes,1.0,2,4,3,2,2,2.0,23.55,1,1,3
1335,3900-KDRPVP-CCX,2,4,Male,68,16,Sales,No,5,Yes,37000.0,4.2,0.369852,1.184148,2,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Own,Domestic,16500.0,31,No,No,AMEX,25,9,2361.8,Yes,62, $62.25 ," $1,272.00 ",No, $-   ,0.0,No,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,25,No,No,Yes,No,No,1.0,2,1,4,4,1,1.0,62.25,1,1,1
1336,4517-HGJRML-44A,5,1,Male,26,17,Sales,Yes,0,No,43000.0,2.4,0.553152,0.478848,2,2,1.0,5.0,0.0,0.0,0.0,0.0,3,Own,Domestic,23800.0,22,No,No,AMEX,2,6,2697.1,No,6, $15.60 , $23.15 ,No, $-   ,0.0,Yes,1, $24.05 ,1,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,1.0,2,1,1,1,2,1.0,15.6,1,1,1
1337,1916-SNNAIP-MIQ,4,3,Female,46,14,Sales,No,2,No,33000.0,8.3,0.597102,2.141898,2,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Own,Foreign,17100.0,28,No,No,AMEX,16,13,3112.1,Yes,22, $21.00 , $139.95 ,Yes, $33.50 ,743.0,Yes,1, $40.70 ,1,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,No,30,Yes,Yes,Yes,Yes,Yes,2.0,2,2,2,2,2,1.0,21.0,1,1,1
1338,9343-WKHXRS-9B8,3,4,Female,37,18,Professional,No,2,No,102000.0,11.0,0.92004,10.29996,1,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Own,Foreign,47700.0,19,Yes,Yes,Disc,2,6,3393.6,Yes,7, $11.10 , $19.55 ,Yes, $43.65 ,238.1,No,1, $38.55 ,1,No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,No,2.0,1,3,2,1,2,1.0,11.1,1,1,2
1339,6811-GXLFHF-AA2,1,2,Female,42,11,Agriculture,No,10,No,42000.0,12.9,2.107602,3.310398,2,1,5.0,0.0,0.0,0.0,0.0,1.0,3,Own,Domestic,22300.0,20,No,No,Visa,8,7,1513.3,No,17, $14.25 , $80.65 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,18,No,No,No,No,No,2.0,2,3,2,1,1,2.0,14.25,1,1,1
1340,0616-WAHGED-HDU,5,3,Male,48,14,Sales,No,4,No,92000.0,16.1,4.325104,10.486896,1,1,3.0,1.0,1.0,0.0,0.0,0.0,4,Own,Domestic,52300.0,27,Yes,Yes,Disc,4,11,11049.4,Yes,10, $23.70 , $86.50 ,No, $-   ,0.0,Yes,1, $28.85 ,1,No,No,Yes,3,Yes,Yes,Yes,Yes,Yes,24,Yes,No,Yes,No,No,1.0,1,4,3,1,1,1.0,23.7,2,1,3
1341,5926-ZSEVEY-F73,5,4,Male,27,13,Professional,No,3,No,33000.0,10.4,0.559416,2.872584,2,2,2.0,10.0,0.0,2.0,0.0,0.0,3,Own,Foreign,18400.0,28,Yes,Yes,Visa,4,5,1172.4,No,3, $12.30 , $19.55 ,No, $-   ,0.0,Yes,0, $-   ,1,No,Yes,No,1,Yes,Yes,Yes,Yes,No,31,Yes,Yes,No,No,No,1.0,2,3,1,1,2,1.0,12.3,1,1,1
1342,8176-RFURSX-GVJ,1,2,Female,28,11,Service,No,7,No,27000.0,7.3,0.041391,1.929609,2,1,2.0,0.0,0.0,0.0,0.0,1.0,2,Own,Foreign,10600.0,28,No,Yes,Mast,10,14,4352.9,Yes,39, $18.45 , $243.20 ,No, $-   ,0.0,Yes,1, $35.20 ,1,Yes,Yes,No,2,Yes,Yes,Yes,Yes,No,23,Yes,No,Yes,No,Yes,2.0,2,2,1,3,1,2.0,18.45,1,1,1
1343,2858-QGCFXO-7P0,4,2,Female,48,16,Sales,No,4,No,23000.0,25.4,1.618234,4.223766,1,2,1.0,0.0,0.0,0.0,0.0,1.0,1,Own,Domestic,9400.0,20,No,Yes,Visa,11,12,3563.9,No,43, $62.70 , $873.00 ,No, $-   ,0.0,No,0, $-   ,1,Yes,Yes,No,3,No,No,No,No,Yes,27,Yes,Yes,Yes,No,Yes,2.0,1,4,3,3,2,2.0,62.7,1,1,1
1344,4297-QGKHSA-LDY,2,4,Female,40,11,Professional,No,2,No,27000.0,13.0,2.05686,1.45314,2,2,1.0,0.0,0.0,0.0,0.0,0.0,3,Own,Foreign,16500.0,25,No,No,Othe,22,12,2669.5,Yes,57, $41.40 , $739.55 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,26,No,No,No,No,Yes,2.0,2,3,2,3,1,1.0,41.4,1,1,1
1345,3554-OJYRAN-YVT,1,1,Male,56,10,Sales,No,5,No,32000.0,15.8,1.066816,3.989184,2,1,2.0,0.0,0.0,0.0,0.0,0.0,2,Lease,Domestic,15800.0,21,No,No,Visa,3,9,5741.0,No,5, $6.90 , $4.40 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,22,No,No,No,No,Yes,1.0,2,4,3,1,1,1.0,6.9,1,1,1
1346,0595-DEWLHU-9QX,5,3,Male,60,9,Professional,Yes,9,No,44000.0,21.6,3.04128,6.46272,2,1,2.0,3.0,2.0,1.0,0.0,1.0,2,Own,Domestic,15200.0,25,Yes,No,Visa,33,10,4050.4,No,66, $142.80 ," $3,193.95 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,No,No,Yes,No,23,No,No,No,No,Yes,1.0,2,4,3,4,1,2.0,142.8,1,1,1
1347,5861-QRWWMH-FOW,2,1,Female,61,21,Sales,No,4,No,42000.0,18.4,4.064928,3.663072,2,2,1.0,7.0,1.0,0.0,0.0,0.0,3,Own,Domestic,17500.0,30,Yes,No,Disc,19,9,1422.1,Yes,32, $44.40 , $468.15 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,21,No,No,No,No,No,2.0,2,4,3,2,1,1.0,44.4,1,1,1
1348,0082-NSSEDJ-QLZ,5,2,Male,34,16,Service,No,8,No,50000.0,7.6,0.9006,2.8994,2,2,1.0,7.0,0.0,0.0,0.0,0.0,7,Own,Foreign,23400.0,19,Yes,No,AMEX,3,10,6182.3,Yes,12, $13.20 , $42.80 ,Yes, $25.95 ,276.9,No,0, $-   ,1,No,No,No,3,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No,1.0,2,2,2,1,2,1.0,13.2,1,1,1
1349,3757-RXQZKA-3PB,2,2,Female,75,11,Professional,Yes,8,Yes,15000.0,9.8,0.36603,1.10397,2,2,1.0,5.0,1.0,0.0,0.0,0.0,4,Own,Foreign,8700.0,18,Yes,Yes,Visa,8,8,1297.1,No,22, $22.50 , $172.50 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,22,No,No,No,No,No,2.0,2,2,4,2,1,1.0,22.5,1,1,1
1350,1216-GMTFVY-OY2,2,2,Female,25,13,Labor,No,4,No,22000.0,5.1,0.366894,0.755106,2,2,1.0,1.0,1.0,0.0,0.0,1.0,4,Lease,Foreign,11400.0,29,Yes,Yes,Mast,7,10,2323.6,No,26, $18.75 , $178.75 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,25,No,No,No,No,Yes,2.0,2,2,1,2,1,2.0,18.75,1,1,1
1351,8057-OLFUBF-NJY,2,2,Female,31,14,Sales,No,1,No,40000.0,27.9,6.03756,5.12244,1,1,5.0,7.0,0.0,0.0,0.0,1.0,1,Own,Domestic,29500.0,26,Yes,Yes,AMEX,6,10,5154.4,Yes,24, $13.65 , $115.75 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,15,No,No,No,No,Yes,2.0,1,4,1,2,1,2.0,13.65,1,1,2
1352,3232-SAGNKW-09U,5,2,Female,40,12,Agriculture,No,17,No,71000.0,11.6,2.940252,5.295748,2,2,1.0,7.0,0.0,0.0,0.0,1.0,1,Own,Domestic,32000.0,17,No,No,Mast,15,9,2265.8,Yes,20, $19.50 , $139.80 ,Yes, $37.45 ,698.6,Yes,1, $47.15 ,1,No,Yes,Yes,0,Yes,Yes,Yes,No,Yes,17,Yes,Yes,Yes,Yes,Yes,2.0,2,3,2,2,2,2.0,19.5,1,1,2
1353,7527-GRDEGA-M5T,1,1,Male,66,10,Professional,No,14,No,88000.0,15.4,2.764608,10.787392,2,1,2.0,5.0,0.0,1.0,0.0,1.0,2,Own,Domestic,47600.0,15,No,No,AMEX,22,16,8356.1,No,46, $43.80 , $649.65 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,18,No,No,No,No,No,1.0,2,4,4,3,1,2.0,43.8,1,1,2
1354,7610-MZWISR-QEB,5,5,Male,31,16,Sales,No,1,No,23000.0,9.8,0.592802,1.661198,2,1,2.0,0.0,0.0,0.0,0.0,0.0,1,Own,Domestic,10000.0,31,No,Yes,AMEX,13,6,4788.9,Yes,38, $25.35 , $321.85 ,Yes, $45.00 ,1674.45,No,1, $24.25 ,1,Yes,Yes,No,3,No,No,No,Yes,Yes,16,Yes,Yes,Yes,No,Yes,1.0,2,2,1,2,2,1.0,25.35,1,2,1
1355,9380-CEFWSG-TR8,3,3,Female,21,16,Professional,No,0,No,29000.0,2.1,0.205842,0.403158,2,1,3.0,0.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,22,No,No,Othe,3,14,3462.6,Yes,28, $13.80 , $165.80 ,Yes, $40.20 ,1102.1,No,1, $27.85 ,1,Yes,Yes,No,3,Yes,Yes,Yes,No,Yes,27,Yes,Yes,Yes,No,No,2.0,2,1,1,2,2,2.0,13.8,1,1,1
1356,5500-UWXWAH-7JA,4,3,Female,67,11,Sales,No,3,Yes,11000.0,11.7,0.958815,0.328185,2,2,1.0,10.0,0.0,1.0,0.0,0.0,5,Own,Foreign,5000.0,25,Yes,No,Visa,2,9,3130.6,Yes,5, $7.35 , $20.55 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,1,No,No,No,No,No,0,Yes,No,No,No,No,2.0,2,3,4,1,1,1.0,7.35,1,1,1
1357,7196-HOKKVE-77Z,1,1,Male,30,19,Service,No,1,No,23000.0,3.9,0.292422,0.604578,2,1,4.0,6.0,3.0,3.0,0.0,0.0,3,Lease,Domestic,10800.0,14,No,No,Visa,3,9,3076.4,Yes,5, $6.90 , $14.00 ,Yes, $26.95 ,110.35,No,0, $-   ,1,No,No,No,3,No,No,No,No,Yes,24,Yes,Yes,No,No,No,1.0,2,1,1,1,2,1.0,6.9,1,1,1
1358,2167-LOKFNB-F1W,1,1,Male,64,15,Professional,No,18,No,69000.0,18.2,1.532076,11.025924,2,2,1.0,0.0,0.0,0.0,0.0,0.0,4,Own,Domestic,35000.0,15,No,No,Mast,10,12,3318.8,No,34, $44.40 , $516.80 ,Yes, $32.45 ,1182.45,No,0, $-   ,1,Yes,No,Yes,3,No,No,No,No,Yes,23,Yes,Yes,Yes,No,No,1.0,2,4,4,2,2,1.0,44.4,1,1,2
1359,5400-HITPYS-IVV,4,4,Male,53,15,Labor,Yes,23,No,83000.0,19.6,14.31584,1.95216,1,2,1.0,5.0,0.0,1.0,0.0,1.0,3,Lease,Domestic,32200.0,39,No,Yes,Othe,35,8,3439.0,Yes,60, $61.65 ," $1,214.25 ",Yes, $43.90 ,2593.25,Yes,1, $40.30 ,1,Yes,Yes,No,4,Yes,Yes,Yes,Yes,Yes,11,Yes,Yes,No,Yes,Yes,1.0,1,4,3,4,2,2.0,61.65,1,2,2
1360,7605-ONWIDT-OU0,3,4,Female,19,14,Professional,No,0,No,21000.0,5.1,0.328797,0.742203,2,1,5.0,1.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,34,Yes,Yes,AMEX,1,10,8864.3,Yes,20, $13.80 , $97.55 ,Yes, $36.15 ,681.2,Yes,1, $18.10 ,1,Yes,Yes,No,3,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,2.0,2,2,1,2,2,2.0,13.8,1,1,1
1361,0587-AGUSYJ-NOR,2,2,Male,69,16,Service,Yes,28,Yes,60000.0,15.4,1.25664,7.98336,2,2,1.0,8.0,1.0,0.0,0.0,1.0,1,Own,Foreign,35100.0,33,No,Yes,Visa,6,11,4645.1,No,19, $14.70 , $108.80 ,No, $-   ,0.0,No,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,22,Yes,Yes,No,No,No,1.0,2,4,4,2,2,2.0,14.7,1,1,2
1362,1727-IMJADL-GHZ,2,1,Female,71,18,Crafts,No,25,Yes,20000.0,14.4,0.29952,2.58048,2,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Lease,Foreign,8500.0,21,No,Yes,Visa,39,8,1642.9,Yes,69, $26.55 , $625.20 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,1,No,No,No,No,No,13,Yes,Yes,Yes,No,Yes,2.0,2,3,4,4,2,1.0,26.55,1,1,1
1363,5245-GTQIJJ-C89,1,1,Male,25,16,Labor,Yes,1,No,29000.0,13.9,0.495813,3.535187,2,1,5.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1000.0,28,No,No,AMEX,5,10,2771.6,Yes,9, $18.00 , $62.65 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,22,Yes,No,Yes,No,No,1.0,2,3,1,1,1,1.0,18.0,1,1,1
1364,7422-CULYVD-6HH,2,3,Female,75,11,Labor,No,24,Yes,48000.0,3.0,0.75456,0.68544,2,2,1.0,5.0,2.0,1.0,0.0,1.0,0,-1,-1,1000.0,22,Yes,No,Mast,33,12,3692.3,Yes,63, $41.25 , $893.20 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,1,No,No,No,Yes,No,18,Yes,No,No,No,No,2.0,2,1,4,4,1,2.0,41.25,1,1,1
1365,0644-DTJAYD-9JK,3,4,Female,39,18,Labor,No,6,No,38000.0,15.6,3.539016,2.388984,1,1,5.0,1.0,1.0,0.0,0.0,1.0,0,-1,-1,1000.0,25,No,No,Disc,4,5,913.6,No,7, $5.55 , $11.10 ,Yes, $36.65 ,205.65,Yes,1, $29.80 ,1,No,Yes,Yes,1,Yes,Yes,Yes,Yes,No,23,Yes,Yes,Yes,Yes,No,2.0,1,4,2,1,2,2.0,5.55,1,1,1
1366,3021-BRYKZT-9EP,4,4,,41,14,Professional,No,8,No,37000.0,18.3,0.690642,6.080358,2,1,2.0,0.0,0.0,0.0,0.0,1.0,5,Own,Domestic,26300.0,28,Yes,Yes,Disc,3,9,2932.3,No,8, $9.90 , $33.10 ,Yes, $25.00 ,151.65,No,0, $-   ,1,No,Yes,No,0,No,No,Yes,No,No,24,Yes,Yes,Yes,No,No,,2,4,2,1,2,2.0,9.9,1,1,2
1367,2681-MOWKDD-1WV,3,4,Male,76,12,Sales,No,15,No,68000.0,9.6,2.813568,3.714432,2,1,2.0,0.0,0.0,0.0,0.0,1.0,3,Own,Foreign,34200.0,33,Yes,Yes,Disc,40,12,5116.9,No,72, $163.95 ," $4,117.45 ",Yes, $38.90 ,2763.05,Yes,1, $33.70 ,1,Yes,Yes,No,1,Yes,Yes,No,No,Yes,22,Yes,No,No,No,Yes,1.0,2,2,4,4,1,2.0,163.95,1,2,2
