gutenberg_id,text,document
36,"at work upon it. One of our chimneys cracked as if a shot had hit it,",The War of the Worlds_9
36,"flew, and a piece of it came clattering down the tiles and made a heap",The War of the Worlds_9
36,of broken red fragments upon the flower bed by my study window.,The War of the Worlds_9
36,,The War of the Worlds_9
36,I and my wife stood amazed. Then I realised that the crest of Maybury,The War of the Worlds_9
36,Hill must be within range of the Martians’ Heat-Ray now that the,The War of the Worlds_9
36,college was cleared out of the way.,The War of the Worlds_9
36,,The War of the Worlds_9
36,"At that I gripped my wife’s arm, and without ceremony ran her out into",The War of the Worlds_9
36,"the road. Then I fetched out the servant, telling her I would go",The War of the Worlds_9
36,upstairs myself for the box she was clamouring for.,The War of the Worlds_9
36,,The War of the Worlds_9
36,"“We can’t possibly stay here,” I said; and as I spoke the firing",The War of the Worlds_9
36,reopened for a moment upon the common.,The War of the Worlds_9
36,,The War of the Worlds_9
36,“But where are we to go?” said my wife in terror.,The War of the Worlds_9
36,,The War of the Worlds_9
36,I thought perplexed. Then I remembered her cousins at Leatherhead.,The War of the Worlds_9
36,,The War of the Worlds_9
36,“Leatherhead!” I shouted above the sudden noise.,The War of the Worlds_9
36,,The War of the Worlds_9
36,She looked away from me downhill. The people were coming out of their,The War of the Worlds_9
36,"houses, astonished.",The War of the Worlds_9
36,,The War of the Worlds_9
36,“How are we to get to Leatherhead?” she said.,The War of the Worlds_9
36,,The War of the Worlds_9
36,Down the hill I saw a bevy of hussars ride under the railway bridge;,The War of the Worlds_9
36,three galloped through the open gates of the Oriental College; two,The War of the Worlds_9
36,"others dismounted, and began running from house to house. The sun,",The War of the Worlds_9
36,"shining through the smoke that drove up from the tops of the trees,",The War of the Worlds_9
36,"seemed blood red, and threw an unfamiliar lurid light upon everything.",The War of the Worlds_9
36,,The War of the Worlds_9
36,"“Stop here,” said I; “you are safe here”; and I started off at once for",The War of the Worlds_9
36,"the Spotted Dog, for I knew the landlord had a horse and dog cart. I",The War of the Worlds_9
36,"ran, for I perceived that in a moment everyone upon this side of the",The War of the Worlds_9
36,"hill would be moving. I found him in his bar, quite unaware of what was",The War of the Worlds_9
36,"going on behind his house. A man stood with his back to me, talking to",The War of the Worlds_9
36,him.,The War of the Worlds_9
36,,The War of the Worlds_9
36,"“I must have a pound,” said the landlord, “and I’ve no one to drive",The War of the Worlds_9
36,it.”,The War of the Worlds_9
36,,The War of the Worlds_9
36,"“I’ll give you two,” said I, over the stranger’s shoulder.",The War of the Worlds_9
36,,The War of the Worlds_9
36,“What for?”,The War of the Worlds_9
36,,The War of the Worlds_9
36,"“And I’ll bring it back by midnight,” I said.",The War of the Worlds_9
36,,The War of the Worlds_9
36,“Lord!” said the landlord; “what’s the hurry? I’m selling my bit of a,The War of the Worlds_9
36,"pig. Two pounds, and you bring it back? What’s going on now?”",The War of the Worlds_9
36,,The War of the Worlds_9
36,"I explained hastily that I had to leave my home, and so secured the dog",The War of the Worlds_9
36,cart. At the time it did not seem to me nearly so urgent that the,The War of the Worlds_9
36,"landlord should leave his. I took care to have the cart there and then,",The War of the Worlds_9
36,"drove it off down the road, and, leaving it in charge of my wife and",The War of the Worlds_9
36,"servant, rushed into my house and packed a few valuables, such plate as",The War of the Worlds_9
36,"we had, and so forth. The beech trees below the house were burning",The War of the Worlds_9
36,"while I did this, and the palings up the road glowed red. While I was",The War of the Worlds_9
36,"occupied in this way, one of the dismounted hussars came running up. He",The War of the Worlds_9
36,"was going from house to house, warning people to leave. He was going on",The War of the Worlds_9
36,"as I came out of my front door, lugging my treasures, done up in a",The War of the Worlds_9
36,tablecloth. I shouted after him:,The War of the Worlds_9
36,,The War of the Worlds_9
36,“What news?”,The War of the Worlds_9
36,,The War of the Worlds_9
36,"He turned, stared, bawled something about “crawling out in a thing like",The War of the Worlds_9
36,"a dish cover,” and ran on to the gate of the house at the crest. A",The War of the Worlds_9
36,sudden whirl of black smoke driving across the road hid him for a,The War of the Worlds_9
36,moment. I ran to my neighbour’s door and rapped to satisfy myself of,The War of the Worlds_9
36,"what I already knew, that his wife had gone to London with him and had",The War of the Worlds_9
36,"locked up their house. I went in again, according to my promise, to get",The War of the Worlds_9
36,"my servant’s box, lugged it out, clapped it beside her on the tail of",The War of the Worlds_9
36,"the dog cart, and then caught the reins and jumped up into the driver’s",The War of the Worlds_9
36,seat beside my wife. In another moment we were clear of the smoke and,The War of the Worlds_9
36,"noise, and spanking down the opposite slope of Maybury Hill towards Old",The War of the Worlds_9
36,Woking.,The War of the Worlds_9
36,,The War of the Worlds_9
36,"In front was a quiet sunny landscape, a wheat field ahead on either",The War of the Worlds_9
36,"side of the road, and the Maybury Inn with its swinging sign. I saw the",The War of the Worlds_9
36,doctor’s cart ahead of me. At the bottom of the hill I turned my head,The War of the Worlds_9
36,to look at the hillside I was leaving. Thick streamers of black smoke,The War of the Worlds_9
36,"shot with threads of red fire were driving up into the still air, and",The War of the Worlds_9
36,throwing dark shadows upon the green treetops eastward. The smoke,The War of the Worlds_9
36,already extended far away to the east and west—to the Byfleet pine,The War of the Worlds_9
36,"woods eastward, and to Woking on the west. The road was dotted with",The War of the Worlds_9
36,"people running towards us. And very faint now, but very distinct",The War of the Worlds_9
36,"through the hot, quiet air, one heard the whirr of a machine-gun that",The War of the Worlds_9
36,"was presently stilled, and an intermittent cracking of rifles.",The War of the Worlds_9
36,Apparently the Martians were setting fire to everything within range of,The War of the Worlds_9
36,their Heat-Ray.,The War of the Worlds_9
36,,The War of the Worlds_9
36,"I am not an expert driver, and I had immediately to turn my attention",The War of the Worlds_9
36,to the horse. When I looked back again the second hill had hidden the,The War of the Worlds_9
36,"black smoke. I slashed the horse with the whip, and gave him a loose",The War of the Worlds_9
36,rein until Woking and Send lay between us and that quivering tumult. I,The War of the Worlds_9
36,overtook and passed the doctor between Woking and Send.,The War of the Worlds_9
36,,The War of the Worlds_9
36,,The War of the Worlds_9
36,,The War of the Worlds_9
36,,The War of the Worlds_9
36,X.,The War of the Worlds_10
36,IN THE STORM.,The War of the Worlds_10
36,,The War of the Worlds_10
36,,The War of the Worlds_10
36,Leatherhead is about twelve miles from Maybury Hill. The scent of hay,The War of the Worlds_10
36,"was in the air through the lush meadows beyond Pyrford, and the hedges",The War of the Worlds_10
36,on either side were sweet and gay with multitudes of dog-roses. The,The War of the Worlds_10
36,heavy firing that had broken out while we were driving down Maybury,The War of the Worlds_10
36,"Hill ceased as abruptly as it began, leaving the evening very peaceful",The War of the Worlds_10
36,and still. We got to Leatherhead without misadventure about nine,The War of the Worlds_10
36,"o’clock, and the horse had an hour’s rest while I took supper with my",The War of the Worlds_10
36,cousins and commended my wife to their care.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"My wife was curiously silent throughout the drive, and seemed oppressed",The War of the Worlds_10
36,"with forebodings of evil. I talked to her reassuringly, pointing out",The War of the Worlds_10
36,"that the Martians were tied to the pit by sheer heaviness, and at the",The War of the Worlds_10
36,utmost could but crawl a little out of it; but she answered only in,The War of the Worlds_10
36,"monosyllables. Had it not been for my promise to the innkeeper, she",The War of the Worlds_10
36,"would, I think, have urged me to stay in Leatherhead that night. Would",The War of the Worlds_10
36,"that I had! Her face, I remember, was very white as we parted.",The War of the Worlds_10
36,,The War of the Worlds_10
36,"For my own part, I had been feverishly excited all day. Something very",The War of the Worlds_10
36,like the war fever that occasionally runs through a civilised community,The War of the Worlds_10
36,"had got into my blood, and in my heart I was not so very sorry that I",The War of the Worlds_10
36,had to return to Maybury that night. I was even afraid that that last,The War of the Worlds_10
36,fusillade I had heard might mean the extermination of our invaders from,The War of the Worlds_10
36,Mars. I can best express my state of mind by saying that I wanted to be,The War of the Worlds_10
36,in at the death.,The War of the Worlds_10
36,,The War of the Worlds_10
36,It was nearly eleven when I started to return. The night was,The War of the Worlds_10
36,"unexpectedly dark; to me, walking out of the lighted passage of my",The War of the Worlds_10
36,"cousins’ house, it seemed indeed black, and it was as hot and close as",The War of the Worlds_10
36,"the day. Overhead the clouds were driving fast, albeit not a breath",The War of the Worlds_10
36,"stirred the shrubs about us. My cousins’ man lit both lamps. Happily, I",The War of the Worlds_10
36,"knew the road intimately. My wife stood in the light of the doorway,",The War of the Worlds_10
36,and watched me until I jumped up into the dog cart. Then abruptly she,The War of the Worlds_10
36,"turned and went in, leaving my cousins side by side wishing me good",The War of the Worlds_10
36,hap.,The War of the Worlds_10
36,,The War of the Worlds_10
36,I was a little depressed at first with the contagion of my wife’s,The War of the Worlds_10
36,"fears, but very soon my thoughts reverted to the Martians. At that time",The War of the Worlds_10
36,I was absolutely in the dark as to the course of the evening’s,The War of the Worlds_10
36,fighting. I did not know even the circumstances that had precipitated,The War of the Worlds_10
36,the conflict. As I came through Ockham (for that was the way I,The War of the Worlds_10
36,"returned, and not through Send and Old Woking) I saw along the western",The War of the Worlds_10
36,"horizon a blood-red glow, which as I drew nearer, crept slowly up the",The War of the Worlds_10
36,sky. The driving clouds of the gathering thunderstorm mingled there,The War of the Worlds_10
36,with masses of black and red smoke.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"Ripley Street was deserted, and except for a lighted window or so the",The War of the Worlds_10
36,village showed not a sign of life; but I narrowly escaped an accident,The War of the Worlds_10
36,"at the corner of the road to Pyrford, where a knot of people stood with",The War of the Worlds_10
36,their backs to me. They said nothing to me as I passed. I do not know,The War of the Worlds_10
36,"what they knew of the things happening beyond the hill, nor do I know",The War of the Worlds_10
36,"if the silent houses I passed on my way were sleeping securely, or",The War of the Worlds_10
36,"deserted and empty, or harassed and watching against the terror of the",The War of the Worlds_10
36,night.,The War of the Worlds_10
36,,The War of the Worlds_10
36,From Ripley until I came through Pyrford I was in the valley of the,The War of the Worlds_10
36,"Wey, and the red glare was hidden from me. As I ascended the little",The War of the Worlds_10
36,"hill beyond Pyrford Church the glare came into view again, and the",The War of the Worlds_10
36,trees about me shivered with the first intimation of the storm that was,The War of the Worlds_10
36,upon me. Then I heard midnight pealing out from Pyrford Church behind,The War of the Worlds_10
36,"me, and then came the silhouette of Maybury Hill, with its tree-tops",The War of the Worlds_10
36,and roofs black and sharp against the red.,The War of the Worlds_10
36,,The War of the Worlds_10
36,Even as I beheld this a lurid green glare lit the road about me and,The War of the Worlds_10
36,showed the distant woods towards Addlestone. I felt a tug at the reins.,The War of the Worlds_10
36,I saw that the driving clouds had been pierced as it were by a thread,The War of the Worlds_10
36,"of green fire, suddenly lighting their confusion and falling into the",The War of the Worlds_10
36,field to my left. It was the third falling star!,The War of the Worlds_10
36,,The War of the Worlds_10
36,"Close on its apparition, and blindingly violet by contrast, danced out",The War of the Worlds_10
36,"the first lightning of the gathering storm, and the thunder burst like",The War of the Worlds_10
36,a rocket overhead. The horse took the bit between his teeth and bolted.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"A moderate incline runs towards the foot of Maybury Hill, and down this",The War of the Worlds_10
36,"we clattered. Once the lightning had begun, it went on in as rapid a",The War of the Worlds_10
36,"succession of flashes as I have ever seen. The thunderclaps, treading",The War of the Worlds_10
36,"one on the heels of another and with a strange crackling accompaniment,",The War of the Worlds_10
36,sounded more like the working of a gigantic electric machine than the,The War of the Worlds_10
36,usual detonating reverberations. The flickering light was blinding and,The War of the Worlds_10
36,"confusing, and a thin hail smote gustily at my face as I drove down the",The War of the Worlds_10
36,slope.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"At first I regarded little but the road before me, and then abruptly my",The War of the Worlds_10
36,attention was arrested by something that was moving rapidly down the,The War of the Worlds_10
36,opposite slope of Maybury Hill. At first I took it for the wet roof of,The War of the Worlds_10
36,"a house, but one flash following another showed it to be in swift",The War of the Worlds_10
36,rolling movement. It was an elusive vision—a moment of bewildering,The War of the Worlds_10
36,"darkness, and then, in a flash like daylight, the red masses of the",The War of the Worlds_10
36,"Orphanage near the crest of the hill, the green tops of the pine trees,",The War of the Worlds_10
36,and this problematical object came out clear and sharp and bright.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"And this Thing I saw! How can I describe it? A monstrous tripod, higher",The War of the Worlds_10
36,"than many houses, striding over the young pine trees, and smashing them",The War of the Worlds_10
36,"aside in its career; a walking engine of glittering metal, striding now",The War of the Worlds_10
36,"across the heather; articulate ropes of steel dangling from it, and the",The War of the Worlds_10
36,clattering tumult of its passage mingling with the riot of the thunder.,The War of the Worlds_10
36,"A flash, and it came out vividly, heeling over one way with two feet in",The War of the Worlds_10
36,"the air, to vanish and reappear almost instantly as it seemed, with the",The War of the Worlds_10
36,"next flash, a hundred yards nearer. Can you imagine a milking stool",The War of the Worlds_10
36,tilted and bowled violently along the ground? That was the impression,The War of the Worlds_10
36,those instant flashes gave. But instead of a milking stool imagine it a,The War of the Worlds_10
36,great body of machinery on a tripod stand.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"Then suddenly the trees in the pine wood ahead of me were parted, as",The War of the Worlds_10
36,brittle reeds are parted by a man thrusting through them; they were,The War of the Worlds_10
36,"snapped off and driven headlong, and a second huge tripod appeared,",The War of the Worlds_10
36,"rushing, as it seemed, headlong towards me. And I was galloping hard to",The War of the Worlds_10
36,meet it! At the sight of the second monster my nerve went altogether.,The War of the Worlds_10
36,"Not stopping to look again, I wrenched the horse’s head hard round to",The War of the Worlds_10
36,the right and in another moment the dog cart had heeled over upon the,The War of the Worlds_10
36,"horse; the shafts smashed noisily, and I was flung sideways and fell",The War of the Worlds_10
36,heavily into a shallow pool of water.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"I crawled out almost immediately, and crouched, my feet still in the",The War of the Worlds_10
36,"water, under a clump of furze. The horse lay motionless (his neck was",The War of the Worlds_10
36,"broken, poor brute!) and by the lightning flashes I saw the black bulk",The War of the Worlds_10
36,of the overturned dog cart and the silhouette of the wheel still,The War of the Worlds_10
36,spinning slowly. In another moment the colossal mechanism went striding,The War of the Worlds_10
36,"by me, and passed uphill towards Pyrford.",The War of the Worlds_10
36,,The War of the Worlds_10
36,"Seen nearer, the Thing was incredibly strange, for it was no mere",The War of the Worlds_10
36,"insensate machine driving on its way. Machine it was, with a ringing",The War of the Worlds_10
36,"metallic pace, and long, flexible, glittering tentacles (one of which",The War of the Worlds_10
36,gripped a young pine tree) swinging and rattling about its strange,The War of the Worlds_10
36,"body. It picked its road as it went striding along, and the brazen hood",The War of the Worlds_10
36,that surmounted it moved to and fro with the inevitable suggestion of a,The War of the Worlds_10
36,head looking about. Behind the main body was a huge mass of white metal,The War of the Worlds_10
36,"like a gigantic fisherman’s basket, and puffs of green smoke squirted",The War of the Worlds_10
36,out from the joints of the limbs as the monster swept by me. And in an,The War of the Worlds_10
36,instant it was gone.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"So much I saw then, all vaguely for the flickering of the lightning, in",The War of the Worlds_10
36,blinding highlights and dense black shadows.,The War of the Worlds_10
36,,The War of the Worlds_10
36,As it passed it set up an exultant deafening howl that drowned the,The War of the Worlds_10
36,"thunder—“Aloo! Aloo!”—and in another minute it was with its companion,",The War of the Worlds_10
36,"half a mile away, stooping over something in the field. I have no doubt",The War of the Worlds_10
36,this Thing in the field was the third of the ten cylinders they had,The War of the Worlds_10
36,fired at us from Mars.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"For some minutes I lay there in the rain and darkness watching, by the",The War of the Worlds_10
36,"intermittent light, these monstrous beings of metal moving about in the",The War of the Worlds_10
36,"distance over the hedge tops. A thin hail was now beginning, and as it",The War of the Worlds_10
36,came and went their figures grew misty and then flashed into clearness,The War of the Worlds_10
36,"again. Now and then came a gap in the lightning, and the night",The War of the Worlds_10
36,swallowed them up.,The War of the Worlds_10
36,,The War of the Worlds_10
36,I was soaked with hail above and puddle water below. It was some time,The War of the Worlds_10
36,before my blank astonishment would let me struggle up the bank to a,The War of the Worlds_10
36,"drier position, or think at all of my imminent peril.",The War of the Worlds_10
36,,The War of the Worlds_10
36,"Not far from me was a little one-roomed squatter’s hut of wood,",The War of the Worlds_10
36,"surrounded by a patch of potato garden. I struggled to my feet at last,",The War of the Worlds_10
36,"and, crouching and making use of every chance of cover, I made a run",The War of the Worlds_10
36,"for this. I hammered at the door, but I could not make the people hear",The War of the Worlds_10
36,"(if there were any people inside), and after a time I desisted, and,",The War of the Worlds_10
36,"availing myself of a ditch for the greater part of the way, succeeded",The War of the Worlds_10
36,"in crawling, unobserved by these monstrous machines, into the pine",The War of the Worlds_10
36,woods towards Maybury.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"Under cover of this I pushed on, wet and shivering now, towards my own",The War of the Worlds_10
36,house. I walked among the trees trying to find the footpath. It was,The War of the Worlds_10
36,"very dark indeed in the wood, for the lightning was now becoming",The War of the Worlds_10
36,"infrequent, and the hail, which was pouring down in a torrent, fell in",The War of the Worlds_10
36,columns through the gaps in the heavy foliage.,The War of the Worlds_10
36,,The War of the Worlds_10
36,If I had fully realised the meaning of all the things I had seen I,The War of the Worlds_10
36,should have immediately worked my way round through Byfleet to Street,The War of the Worlds_10
36,"Cobham, and so gone back to rejoin my wife at Leatherhead. But that",The War of the Worlds_10
36,"night the strangeness of things about me, and my physical wretchedness,",The War of the Worlds_10
36,"prevented me, for I was bruised, weary, wet to the skin, deafened and",The War of the Worlds_10
36,blinded by the storm.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"I had a vague idea of going on to my own house, and that was as much",The War of the Worlds_10
36,"motive as I had. I staggered through the trees, fell into a ditch and",The War of the Worlds_10
36,"bruised my knees against a plank, and finally splashed out into the",The War of the Worlds_10
36,"lane that ran down from the College Arms. I say splashed, for the storm",The War of the Worlds_10
36,water was sweeping the sand down the hill in a muddy torrent. There in,The War of the Worlds_10
36,the darkness a man blundered into me and sent me reeling back.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"He gave a cry of terror, sprang sideways, and rushed on before I could",The War of the Worlds_10
36,gather my wits sufficiently to speak to him. So heavy was the stress of,The War of the Worlds_10
36,the storm just at this place that I had the hardest task to win my way,The War of the Worlds_10
36,up the hill. I went close up to the fence on the left and worked my way,The War of the Worlds_10
36,along its palings.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"Near the top I stumbled upon something soft, and, by a flash of",The War of the Worlds_10
36,"lightning, saw between my feet a heap of black broadcloth and a pair of",The War of the Worlds_10
36,"boots. Before I could distinguish clearly how the man lay, the flicker",The War of the Worlds_10
36,of light had passed. I stood over him waiting for the next flash. When,The War of the Worlds_10
36,"it came, I saw that he was a sturdy man, cheaply but not shabbily",The War of the Worlds_10
36,"dressed; his head was bent under his body, and he lay crumpled up close",The War of the Worlds_10
36,"to the fence, as though he had been flung violently against it.",The War of the Worlds_10
36,,The War of the Worlds_10
36,Overcoming the repugnance natural to one who had never before touched a,The War of the Worlds_10
36,"dead body, I stooped and turned him over to feel for his heart. He was",The War of the Worlds_10
36,quite dead. Apparently his neck had been broken. The lightning flashed,The War of the Worlds_10
36,"for a third time, and his face leaped upon me. I sprang to my feet. It",The War of the Worlds_10
36,"was the landlord of the Spotted Dog, whose conveyance I had taken.",The War of the Worlds_10
36,,The War of the Worlds_10
36,I stepped over him gingerly and pushed on up the hill. I made my way by,The War of the Worlds_10
36,the police station and the College Arms towards my own house. Nothing,The War of the Worlds_10
36,"was burning on the hillside, though from the common there still came a",The War of the Worlds_10
36,red glare and a rolling tumult of ruddy smoke beating up against the,The War of the Worlds_10
36,"drenching hail. So far as I could see by the flashes, the houses about",The War of the Worlds_10
36,me were mostly uninjured. By the College Arms a dark heap lay in the,The War of the Worlds_10
36,road.,The War of the Worlds_10
36,,The War of the Worlds_10
36,Down the road towards Maybury Bridge there were voices and the sound of,The War of the Worlds_10
36,"feet, but I had not the courage to shout or to go to them. I let myself",The War of the Worlds_10
36,"in with my latchkey, closed, locked and bolted the door, staggered to",The War of the Worlds_10
36,"the foot of the staircase, and sat down. My imagination was full of",The War of the Worlds_10
36,"those striding metallic monsters, and of the dead body smashed against",The War of the Worlds_10
36,the fence.,The War of the Worlds_10
36,,The War of the Worlds_10
36,"I crouched at the foot of the staircase with my back to the wall,",The War of the Worlds_10
36,shivering violently.,The War of the Worlds_10
36,,The War of the Worlds_10
36,,The War of the Worlds_10
36,,The War of the Worlds_10
36,,The War of the Worlds_10
36,XI.,The War of the Worlds_11
36,AT THE WINDOW.,The War of the Worlds_11
36,,The War of the Worlds_11
36,,The War of the Worlds_11
36,I have already said that my storms of emotion have a trick of,The War of the Worlds_11
36,exhausting themselves. After a time I discovered that I was cold and,The War of the Worlds_11
36,"wet, and with little pools of water about me on the stair carpet. I got",The War of the Worlds_11
36,"up almost mechanically, went into the dining room and drank some",The War of the Worlds_11
36,"whisky, and then I was moved to change my clothes.",The War of the Worlds_11
36,,The War of the Worlds_11
36,"After I had done that I went upstairs to my study, but why I did so I",The War of the Worlds_11
36,do not know. The window of my study looks over the trees and the,The War of the Worlds_11
36,railway towards Horsell Common. In the hurry of our departure this,The War of the Worlds_11
36,"window had been left open. The passage was dark, and, by contrast with",The War of the Worlds_11
36,"the picture the window frame enclosed, the side of the room seemed",The War of the Worlds_11
36,impenetrably dark. I stopped short in the doorway.,The War of the Worlds_11
36,,The War of the Worlds_11
36,The thunderstorm had passed. The towers of the Oriental College and the,The War of the Worlds_11
36,"pine trees about it had gone, and very far away, lit by a vivid red",The War of the Worlds_11
36,"glare, the common about the sand-pits was visible. Across the light",The War of the Worlds_11
36,"huge black shapes, grotesque and strange, moved busily to and fro.",The War of the Worlds_11
36,,The War of the Worlds_11
36,It seemed indeed as if the whole country in that direction was on,The War of the Worlds_11
36,"fire—a broad hillside set with minute tongues of flame, swaying and",The War of the Worlds_11
36,"writhing with the gusts of the dying storm, and throwing a red",The War of the Worlds_11
36,reflection upon the cloud scud above. Every now and then a haze of,The War of the Worlds_11
36,smoke from some nearer conflagration drove across the window and hid,The War of the Worlds_11
36,"the Martian shapes. I could not see what they were doing, nor the clear",The War of the Worlds_11
36,"form of them, nor recognise the black objects they were busied upon.",The War of the Worlds_11
36,"Neither could I see the nearer fire, though the reflections of it",The War of the Worlds_11
36,"danced on the wall and ceiling of the study. A sharp, resinous tang of",The War of the Worlds_11
36,burning was in the air.,The War of the Worlds_11
36,,The War of the Worlds_11
36,I closed the door noiselessly and crept towards the window. As I did,The War of the Worlds_11
36,"so, the view opened out until, on the one hand, it reached to the",The War of the Worlds_11
36,"houses about Woking station, and on the other to the charred and",The War of the Worlds_11
36,"blackened pine woods of Byfleet. There was a light down below the hill,",The War of the Worlds_11
36,"on the railway, near the arch, and several of the houses along the",The War of the Worlds_11
36,Maybury road and the streets near the station were glowing ruins. The,The War of the Worlds_11
36,light upon the railway puzzled me at first; there were a black heap and,The War of the Worlds_11
36,"a vivid glare, and to the right of that a row of yellow oblongs. Then I",The War of the Worlds_11
36,"perceived this was a wrecked train, the fore part smashed and on fire,",The War of the Worlds_11
36,the hinder carriages still upon the rails.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"Between these three main centres of light—the houses, the train, and",The War of the Worlds_11
36,the burning county towards Chobham—stretched irregular patches of dark,The War of the Worlds_11
36,"country, broken here and there by intervals of dimly glowing and",The War of the Worlds_11
36,"smoking ground. It was the strangest spectacle, that black expanse set",The War of the Worlds_11
36,"with fire. It reminded me, more than anything else, of the Potteries at",The War of the Worlds_11
36,"night. At first I could distinguish no people at all, though I peered",The War of the Worlds_11
36,intently for them. Later I saw against the light of Woking station a,The War of the Worlds_11
36,number of black figures hurrying one after the other across the line.,The War of the Worlds_11
36,,The War of the Worlds_11
36,And this was the little world in which I had been living securely for,The War of the Worlds_11
36,"years, this fiery chaos! What had happened in the last seven hours I",The War of the Worlds_11
36,"still did not know; nor did I know, though I was beginning to guess,",The War of the Worlds_11
36,the relation between these mechanical colossi and the sluggish lumps I,The War of the Worlds_11
36,had seen disgorged from the cylinder. With a queer feeling of,The War of the Worlds_11
36,"impersonal interest I turned my desk chair to the window, sat down, and",The War of the Worlds_11
36,"stared at the blackened country, and particularly at the three gigantic",The War of the Worlds_11
36,black things that were going to and fro in the glare about the,The War of the Worlds_11
36,sand-pits.,The War of the Worlds_11
36,,The War of the Worlds_11
36,They seemed amazingly busy. I began to ask myself what they could be.,The War of the Worlds_11
36,Were they intelligent mechanisms? Such a thing I felt was impossible.,The War of the Worlds_11
36,"Or did a Martian sit within each, ruling, directing, using, much as a",The War of the Worlds_11
36,man’s brain sits and rules in his body? I began to compare the things,The War of the Worlds_11
36,"to human machines, to ask myself for the first time in my life how an",The War of the Worlds_11
36,ironclad or a steam engine would seem to an intelligent lower animal.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"The storm had left the sky clear, and over the smoke of the burning",The War of the Worlds_11
36,"land the little fading pinpoint of Mars was dropping into the west,",The War of the Worlds_11
36,when a soldier came into my garden. I heard a slight scraping at the,The War of the Worlds_11
36,"fence, and rousing myself from the lethargy that had fallen upon me, I",The War of the Worlds_11
36,"looked down and saw him dimly, clambering over the palings. At the",The War of the Worlds_11
36,"sight of another human being my torpor passed, and I leaned out of the",The War of the Worlds_11
36,window eagerly.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"“Hist!” said I, in a whisper.",The War of the Worlds_11
36,,The War of the Worlds_11
36,He stopped astride of the fence in doubt. Then he came over and across,The War of the Worlds_11
36,the lawn to the corner of the house. He bent down and stepped softly.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"“Who’s there?” he said, also whispering, standing under the window and",The War of the Worlds_11
36,peering up.,The War of the Worlds_11
36,,The War of the Worlds_11
36,“Where are you going?” I asked.,The War of the Worlds_11
36,,The War of the Worlds_11
36,“God knows.”,The War of the Worlds_11
36,,The War of the Worlds_11
36,“Are you trying to hide?”,The War of the Worlds_11
36,,The War of the Worlds_11
36,“That’s it.”,The War of the Worlds_11
36,,The War of the Worlds_11
36,"“Come into the house,” I said.",The War of the Worlds_11
36,,The War of the Worlds_11
36,"I went down, unfastened the door, and let him in, and locked the door",The War of the Worlds_11
36,"again. I could not see his face. He was hatless, and his coat was",The War of the Worlds_11
36,unbuttoned.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"“My God!” he said, as I drew him in.",The War of the Worlds_11
36,,The War of the Worlds_11
36,“What has happened?” I asked.,The War of the Worlds_11
36,,The War of the Worlds_11
36,“What hasn’t?” In the obscurity I could see he made a gesture of,The War of the Worlds_11
36,"despair. “They wiped us out—simply wiped us out,” he repeated again and",The War of the Worlds_11
36,again.,The War of the Worlds_11
36,,The War of the Worlds_11
36,"He followed me, almost mechanically, into the dining room.",The War of the Worlds_11
36,,The War of the Worlds_11
36,"“Take some whisky,” I said, pouring out a stiff dose.",The War of the Worlds_11
36,,The War of the Worlds_11
36,"He drank it. Then abruptly he sat down before the table, put his head",The War of the Worlds_11
36,"on his arms, and began to sob and weep like a little boy, in a perfect",The War of the Worlds_11
36,"passion of emotion, while I, with a curious forgetfulness of my own",The War of the Worlds_11
36,"recent despair, stood beside him, wondering.",The War of the Worlds_11
36,,The War of the Worlds_11
36,It was a long time before he could steady his nerves to answer my,The War of the Worlds_11
36,"questions, and then he answered perplexingly and brokenly. He was a",The War of the Worlds_11
36,"driver in the artillery, and had only come into action about seven. At",The War of the Worlds_11
36,"that time firing was going on across the common, and it was said the",The War of the Worlds_11
36,first party of Martians were crawling slowly towards their second,The War of the Worlds_11
36,cylinder under cover of a metal shield.,The War of the Worlds_11
36,,The War of the Worlds_11
36,Later this shield staggered up on tripod legs and became the first of,The War of the Worlds_11
36,the fighting-machines I had seen. The gun he drove had been unlimbered,The War of the Worlds_11
36,"near Horsell, in order to command the sand-pits, and its arrival it was",The War of the Worlds_11
36,that had precipitated the action. As the limber gunners went to the,The War of the Worlds_11
36,"rear, his horse trod in a rabbit hole and came down, throwing him into",The War of the Worlds_11
36,a depression of the ground. At the same moment the gun exploded behind,The War of the Worlds_11
